frame,rho
0,0.0104827880859375
1000,0.1505584716796875
2000,0.2706451416015625
3000,0.374420166015625
4000,0.461334228515625
5000,0.5186309814453125
7000,0.4067230224609375
8000,0.4236602783203125
10000,0.3237762451171875
11000,0.4154510498046875
12000,0.47900390625
13000,0.3794708251953125
14000,0.3992767333984375
15000,0.39654541015625
16000,0.4303741455078125
17000,0.350372314453125
18000,0.4241180419921875
19000,0.4437255859375
20000,0.520843505859375
21000,0.369140625
22000,0.2918701171875
23000,0.391510009765625
24000,0.3446197509765625
25000,0.4277801513671875
26000,0.5055389404296875
27000,0.480224609375
29000,0.3361968994140625
30000,0.3419342041015625
32000,0.4189453125
33000,0.4974822998046875
34000,0.5342254638671875
36000,0.302215576171875
37000,0.3589630126953125
38000,0.44879150390625
39000,0.5240325927734375
40000,0.485198974609375
41000,0.4031982421875
42000,0.3049468994140625
43000,0.402252197265625
44000,0.481201171875
45000,0.4218597412109375
46000,0.482208251953125
47000,0.382659912109375
48000,0.288848876953125
49000,0.3638763427734375
50000,0.418609619140625
51000,0.4634246826171875
52000,0.5328521728515625
53000,0.3731536865234375
54000,0.4607086181640625
55000,0.2369842529296875
57000,0.383209228515625
60000,0.3751068115234375
61000,0.329345703125
62000,0.310882568359375
63000,0.3495330810546875
64000,0.4334869384765625
65000,0.4565582275390625
67000,0.36553955078125
68000,0.421661376953125
69000,0.3049774169921875
70000,0.4015655517578125
71000,0.4737396240234375
72000,0.4403228759765625
74000,0.3323516845703125
75000,0.387176513671875
76000,0.41973876953125
77000,0.4556732177734375
78000,0.48565673828125
79000,0.413818359375
80000,0.2965850830078125
81000,0.3942718505859375
82000,0.45770263671875
83000,0.4133758544921875
84000,0.4917755126953125
85000,0.36322021484375
86000,0.4471588134765625
87000,0.478057861328125
88000,0.33251953125
89000,0.4089813232421875
90000,0.3932037353515625
91000,0.4018402099609375
92000,0.4160919189453125
93000,0.492340087890625
94000,0.44287109375
95000,0.2762908935546875
96000,0.3608551025390625
97000,0.38201904296875
98000,0.39581298828125
99000,0.474365234375
100000,0.5485992431640625
101000,0.415802001953125
102000,0.2376861572265625
103000,0.3395538330078125
104000,0.3772125244140625
105000,0.4400177001953125
106000,0.4662322998046875
109000,0.41754150390625
110000,0.3382568359375
111000,0.4327392578125
112000,0.4124755859375
113000,0.4640655517578125
114000,0.390380859375
115000,0.462799072265625
116000,0.535125732421875
117000,0.240020751953125
118000,0.344635009765625
119000,0.408966064453125
120000,0.49273681640625
121000,0.3833770751953125
122000,0.3492279052734375
123000,0.3946380615234375
124000,0.3745880126953125
125000,0.4595794677734375
126000,0.3953704833984375
127000,0.3981475830078125
128000,0.384552001953125
129000,0.4501190185546875
130000,0.356048583984375
131000,0.3878021240234375
132000,0.4541778564453125
133000,0.5084686279296875
134000,0.38250732421875
135000,0.45977783203125
136000,0.35205078125
137000,0.4168701171875
139000,0.395721435546875
140000,0.405517578125
141000,0.389007568359375
142000,0.468902587890625
143000,0.3610687255859375
144000,0.4319610595703125
145000,0.3939666748046875
147000,0.5003662109375
148000,0.3692779541015625
150000,0.32720947265625
151000,0.418609619140625
152000,0.3897857666015625
153000,0.429840087890625
154000,0.4097442626953125
155000,0.339019775390625
156000,0.42816162109375
157000,0.3877716064453125
158000,0.4630584716796875
159000,0.53875732421875
160000,0.335296630859375
161000,0.390777587890625
162000,0.4349212646484375
163000,0.512939453125
164000,0.36090087890625
165000,0.3772430419921875
166000,0.46466064453125
167000,0.2516937255859375
168000,0.3419189453125
169000,0.432830810546875
170000,0.5128631591796875
171000,0.32025146484375
172000,0.4130706787109375
173000,0.4225921630859375
174000,0.283599853515625
175000,0.3843536376953125
176000,0.468170166015625
177000,0.533599853515625
179000,0.3283233642578125
181000,0.26556396484375
182000,0.3696746826171875
183000,0.4399566650390625
184000,0.5167999267578125
185000,0.30072021484375
186000,0.3004913330078125
187000,0.38153076171875
188000,0.460723876953125
189000,0.3119964599609375
190000,0.4002227783203125
191000,0.45068359375
192000,0.5069732666015625
193000,0.3622589111328125
194000,0.3431396484375
196000,0.45465087890625
197000,0.4054107666015625
198000,0.444305419921875
199000,0.4914398193359375
200000,0.3276519775390625
201000,0.423583984375
202000,0.3764801025390625
204000,0.3984527587890625
205000,0.4791259765625
206000,0.453765869140625
207000,0.386260986328125
208000,0.452911376953125
209000,0.2538299560546875
210000,0.3527679443359375
211000,0.337646484375
212000,0.39111328125
213000,0.46990966796875
214000,0.4124603271484375
215000,0.4531402587890625
216000,0.4263763427734375
218000,0.37646484375
219000,0.449798583984375
220000,0.3806915283203125
221000,0.438385009765625
222000,0.3563995361328125
223000,0.4433441162109375
224000,0.3950042724609375
225000,0.4627532958984375
226000,0.4096221923828125
227000,0.42578125
228000,0.2950439453125
229000,0.3693389892578125
230000,0.4094085693359375
231000,0.4886322021484375
232000,0.443878173828125
233000,0.3350067138671875
234000,0.4141082763671875
235000,0.2960052490234375
236000,0.3374481201171875
237000,0.4266815185546875
238000,0.5014801025390625
239000,0.5580596923828125
240000,0.30889892578125
241000,0.38201904296875
242000,0.4651336669921875
243000,0.3560791015625
244000,0.445892333984375
245000,0.4640350341796875
246000,0.54010009765625
247000,0.436187744140625
248000,0.348358154296875
250000,0.3787384033203125
252000,0.5071563720703125
253000,0.372711181640625
255000,0.4068756103515625
256000,0.4122161865234375
258000,0.40155029296875
259000,0.4814605712890625
260000,0.34063720703125
261000,0.408935546875
262000,0.4899139404296875
263000,0.408905029296875
264000,0.3797607421875
265000,0.4470062255859375
266000,0.3784027099609375
267000,0.3267059326171875
268000,0.41619873046875
269000,0.4666748046875
270000,0.494873046875
271000,0.36004638671875
272000,0.29742431640625
273000,0.3701171875
274000,0.3568878173828125
275000,0.447784423828125
276000,0.491668701171875
277000,0.526092529296875
279000,0.41864013671875
280000,0.3273773193359375
281000,0.422210693359375
282000,0.381011962890625
283000,0.4430694580078125
284000,0.3712921142578125
285000,0.377838134765625
286000,0.465728759765625
287000,0.429046630859375
288000,0.5100250244140625
289000,0.324859619140625
290000,0.34576416015625
291000,0.4344024658203125
292000,0.5089874267578125
293000,0.3421783447265625
294000,0.43426513671875
295000,0.3916473388671875
296000,0.4207763671875
297000,0.50311279296875
298000,0.404937744140625
299000,0.40740966796875
300000,0.2568206787109375
301000,0.3546905517578125
302000,0.442352294921875
303000,0.4359588623046875
304000,0.372802734375
305000,0.407073974609375
307000,0.43701171875
308000,0.33026123046875
309000,0.4193878173828125
310000,0.4869384765625
311000,0.5585174560546875
312000,0.476593017578125
313000,0.4163055419921875
314000,0.290252685546875
315000,0.3908843994140625
316000,0.4091033935546875
317000,0.4907073974609375
318000,0.449951171875
319000,0.527252197265625
321000,0.3185882568359375
322000,0.4150390625
323000,0.4060821533203125
324000,0.358306884765625
325000,0.447265625
326000,0.4904632568359375
328000,0.2874603271484375
329000,0.382476806640625
330000,0.3791656494140625
331000,0.4536895751953125
333000,0.4276580810546875
334000,0.3841552734375
337000,0.4371795654296875
338000,0.47442626953125
339000,0.4659881591796875
340000,0.3895263671875
341000,0.3812255859375
342000,0.3397369384765625
343000,0.3670196533203125
344000,0.454376220703125
346000,0.411529541015625
348000,0.389251708984375
349000,0.3543701171875
350000,0.3850860595703125
351000,0.4506378173828125
352000,0.5072479248046875
353000,0.308074951171875
354000,0.4051971435546875
355000,0.4791412353515625
356000,0.412994384765625
357000,0.407989501953125
358000,0.39532470703125
359000,0.374176025390625
360000,0.4306488037109375
361000,0.35784912109375
362000,0.41827392578125
364000,0.3755645751953125
365000,0.39031982421875
366000,0.344879150390625
367000,0.4042816162109375
